,organization,position,link,location,date_added,real_link,date
494,NVIDIA,"Product Manager, Quantum Computing",https://jobs.quantumapalooza.com/u/BgAAAAABjYXSqzPC6hfZK2peocb5RC0vDfwMfhJ3KQaBz0Gj6aGPYFOMFVEXY265Pch933AvY3hz6W0awC5dL99cuVmQ-Sb5Hk_5Fii9iD7JIyTBa0QeJNL6gAy7kn3vAAgIVl9J7FqgtyT8Ud9Z_OMpjPQC-Wb0R7A==,USA; California; Santa Clara,2022-02-12,,02/11/2022
495,NVIDIA,"Technical Marketing Engineer, Quantum Computing and HPC",https://jobs.quantumapalooza.com/u/BgAAAAABjYXSwpG6c2yPQTTAdkqsaYWaiFL4uXktghSGiqWC03gFNYw029k7bDSy8F2ljRGEd-QXrYigdog6KfxpgIxN6lD5mXo7MwM--V0LFHAwWW9saNm1_Sbg-dDl1q14KtRTH8Jy3C1E--Lon3lN54xCqE-2VsQ==,USA; Virginia,2022-02-12,,02/11/2022
496,ColdQuanta,RF Engineer for Quantum Computing,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPSHiBVNwCgc5lCoL5SU3PsGj7PcEdj63FLXcsr7P-4rXHnxo7n60fqNyyl7TjwVbwERo5h2xaOyHv2wwyQu1Mj__hJ6zMALcZV41j4zTQup3ldJnTspkSQXosBUJq34wjoTVH41WWHBWcpoOUmEQ9NZg==,USA; Colorado; Boulder,2022-02-11,,02/11/2022
497,Keysight,Experimental Quantum Computing Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRrUWliA00Ciwqf-liVtlzuAU9FG7BKWqHMQUiZzpOSw7_-xzDn8Ez25TSmlkSlbZXytaiGK_NGYEpgcEZmPz3OZDDo6RwdAIJzHyy36hM0HouA7NrnqjAP8lb8xdCsK09q4RTJQ4lvQCN3_K_5wJGJzQ==,USA; Massachusetts; Cambridge,2022-02-08,,02/11/2022
498,Google,"Microwave Electronics Test and Design Engineer, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjYXP7-_tNyUHUZdm06YnZj4z7Np5Z9nzxH_FPHkeidZylYMkzquOfb2iIPWr_Vv9XNMGft8m5ZNky4LRfERueQ-WWK2tiAxh7aH67JRCh9aqC-0z5wB3sCV9m8LbjmPGSBjSYjAiWkHtu-3KE7oFV1cslkA==,USA; California; Goleta,2022-02-05,,02/11/2022
499,Boeing,Experienced Applied Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXO5cXGcLYwrbtRQwPj1Kgn4hrHwEb63SUM_MPuoqfnXbOWGW-JNMxdKFxibFHxFDuh0aeGmjZ7n49nd3uGHjWZUndYYJaqVKQyCtKMuN76IuIawYyD1KqmGqocB8kBt2xKsyr7tjKdLxuF_NYynWCbvJw==,"USA; California; Huntington Beach
USA; California; El Segundo
USA; Maryland; Annapolis Junction",2022-02-04,,02/11/2022
500,ColdQuanta,Atomic Physicist - Experimental,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPI__xm3il92z_6OP19RZUi66xMDaYOxyL0HtgG5y1CZDnczfSiN5Ms_40jm-sZl0WUcgLRgm9PInxosB9DkzgPpUc9457TX8kpDNcjsWz7pdYm4-dhpHCoYQbVlZpvsGP1qqQTlLuQc5LRdNxaS5hYQg==,USA; Colorado; Boulder,2022-02-04,,02/11/2022
501,Q-CTRL Federal,Staff Quantum Sensing Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTbdN90xN8xCFD87o7gUIUaCAoGuwlXRhbq3KsLo-3MD3jVgGJp4n0kr_6oowjorGFCHEDPwAhfK9pMziOzchdrZIDLEAiV325-xkp2Q3afltREM_tdyuJIWNO1uC_Gs-4kKDE9sAaqTJTP855UC6pILg==,Australia; Sydney,2022-02-02,,02/11/2022
502,Toshiba,Firmware Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXU-PH7soYp46hdoLnND-WSE16oxUKCJ73182oDWgRh2ChvnBAZZ5on9dRDRmusyXLSpKzvnFftQ_HT7X1Hx74uSIGQ2ytKaOndOpaypSR8lZ4i8PS7GjrUQGNQJdsdYAqwuQWcWpomsc8LtPdqoCobR0g==,United Kingdom; Cambridge,2022-01-31,,02/11/2022
503,Toshiba,Senior Systems Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVFRGV8JFy7YHEHbW3FYwmF59jCEFhoFZkM2O4MheDK2jfzbnWdPDHfc9y--Ju3K8x4QiGczN-_tF_SDtJy4hfYkkxyPH2dmbSM5gyZp7-QWzPDoBEd_fe3iu1hnVACRag21_G1pTBu7yq2m3hW4fwjew==,United Kingdom; Cambridge,2022-01-31,,02/11/2022
504,Toshiba,Optical Assembly Technician,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVBRiYipHDIw_1ys5r6hvUhmcyjYdR7ktg_m95mjKu5QBl3faWgjoDNued_HrhIUowFRvGbFlfQ7pzDJ4UtMbL0axEZEhooEYIeYHfSISNCQhZukd2s_bRH5cbk91b85X9IBKPZfjgTHQTekUJlHN3PoA==,United Kingdom; Cambridge,2022-01-30,,02/11/2022
505,Northrop Grumman,Sr. Principal Quantum Test Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXSlNZg-BL9cGCRejLxF__JZfpBVoDorwSc1uYZmNqmI4kw4i3AF1tRTgsBbRocrmU1kcTy8cX-s_OA1FbA-Pqi3aKXzZp_E-59qI78fYnnNX2CY9dVPEItthJbPRmsv61uW8-_We-4ykyHbxg6urhiywQ==,USA; Maryland; Linthicum,2022-01-29,,02/11/2022
506,Toshiba,Service and Installation Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVGU95UIkG2hHrBPTZBS4x1SNQ4a-Ss5kfKGoJUlDrQonCK0ytKFRCL4ipcKskWhPUhxDEnOoyVRlS_TpQ5o39Rn7d__sVGkrOvhyTiXZ_Rh6CkT4BcEdlDMrcZjNooHmKSuS2izc8sS4RCXcOujK_OKw==,United Kingdom; Cambridge,2022-01-29,,02/11/2022
507,Google,"Research Scientist, Quantum Hardware",https://jobs.quantumapalooza.com/u/BgAAAAABjYXQI_XgE3qlGuR5zejTJsSlyLFceC1sFhQyHa_e-VT5GHrc9hWfzfFVFMLvrVitrytxl7GdwJ0fs8ep3S4kUT-A8zKhPp7lJFvwrxtQXPPmwAnF9OiiHpf-9ekSv6oQLcpCex8PLAEOkHZHvrpOX2Jcx7g==,USA; California; Los Angeles,2022-01-22,,02/11/2022
508,Qblox,Application Scientist - Semiconductor Qubits,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTcAr2r3gTrdNg-rLV5t5LXY-G2QpDqrPlaPcYnjNmtIC6M3DOc3NplmBmmZaGMrjg8chG-Zc0Oz5IA5TIMKBl2cCi6Urhyeq5c67pmwOW0dcTZPSjX6v_8gVjonIsOynwCdK5aA8y715_pTqQzF5PcWQ==,Netherlands; Delft,2022-01-22,,02/11/2022
509,Qblox,Application Scientist - Superconducting Circuits,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTcGWZo3i_Wzk4DmlpHkXFjiYrxVJbriX-9LDW7H81pvT3d4w4S-SDjVvH2OZIVG9jTkQuRQfptF4cM_kWNNFkzjqQxRbMOFt-13rhO2kKG22JkdoAbjQIehF5EyfVaumj4pUduPGqyqO6VcB-_YvUYtg==,Netherlands; Delft,2022-01-22,,02/11/2022
510,IonQ,Device Test Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRD7bLerfJxPq3AR6EhLksLCj7TYP9uQdUw2QISFmK1hO399mDvybRNWmqSrgT6nF1aCgGytZ6ES_kIltbgteuXamPqliKzbBqpTBBy0o1WA6DcW-SAe29XyLiEba7uGinXWSC2tjLMlEsDapzju6rK1Q==,USA; Maryland; College Park,2022-01-21,,02/11/2022
511,QuEra Computing,Software Engineer (Quantum Computing Service),https://jobs.quantumapalooza.com/u/BgAAAAABjYXUUlPyOlLs5BWVtuFEKn1Y9eqUZOQkXWiLyaJSucD30uJBAz7mcSsYusFlRMSvbRP9IM4WhIMzVCOu00h9CSfbzHay6lQcMkK_ayCHFXnyNv5hNJ0XrOVzojo-5dZvlawaK1sXQ_RqOxFQY4XgKtOuW9Q==,USA; Massachusetts; Boston,2022-01-18,,02/11/2022
512,Deloitte Consulting,"Manager, Cyber Infrastructure Security, Risk Advisory",https://jobs.quantumapalooza.com/u/BgAAAAABjYXPdUdCoNUU6VaDKNMQKbvd4z4nrRifTzJriyi0zTReU1R9zebCDIMY-yAKSO-Rf85QonBRCJJ_O9cU1qehLyf4ZrnU-1ceudrpJO8rrMXOX3TB80KU1FylAss0McUKUn3gz_bdsv99QuhK3lzJ9ghbiEw==,Canada; Ontario; Ottawa,2022-01-13,,02/11/2022
513,QC Ware,Senior Product Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTl3fIWZ_rpKGs2gcb8EJl5aoo0ctHtYfi6fYBHl0WX36YxWYvscpbL4i0RYmrZdvUrMGturtCy6K8zBXTLLnSVo9BUEx_t3lnYY4H4gzyprwfsaK8utVyZIEg4CwqcHpVI72MmBb42nqg7lWmkgU7NUA==,USA; California; Palo Alto,2022-01-12,,02/11/2022
514,QC Ware,Staff Scientist in Chemistry,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTpwr9zNJRAwPzVOuC6zBKxhYTpODMJJZX0lQTJmMl6WjoQ0inzyIFGHKNhFN7_3cMSmwP5wxdWwSmNb2DWaNfzP4CQQceU2f4iGkicJnTeHSj2JJZPdxHLejIDb-1AsM7cB4cZPgdtJUqh7t1ZgWhREQ==,USA; California; Palo Alto,2022-01-10,,02/11/2022
515,QC Ware,Associate Staff Scientist in Chemistry,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTgrb91j9xTgCiJpsPE4dv8P139PqBBzGRVBwhyoi-fB6j0YLq5hsToT3tacUbUExx8_E-y9KzYc7QHirr5Z9FZQgdkxraUp9EWqi0uSJRmctUNJdDYZqMPWWwidRF6HzsG8sPjS_pF_qPacW4l5_bWlg==,USA; California; Palo Alto,2022-01-08,,02/11/2022
516,QC Ware,Senior Staff Scientist in Chemistry,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTlKjDVo7zKh5gqcMnHRd5vwFx-pe_5nv0tFjIiAzy_3M-Wr2doK0ndeqEq9RY-U1fgX3fCkeoagnoFAg7vnaUZQd3IsZGB7nYx-Np0oqcoTrk6fT2k_pvBcqU6DEZilhz8Vjn9BRPOmUs6FJR17Xa22g==,USA; California; Palo Alto,2022-01-08,,02/11/2022
517,Quantum Circuits,Fabrication Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXT4G3Mg4Racui0QD2lCcRZSN-tvL4RuyVHECCjAFH_hI5iQf1Xf0_2LhE-BvFdIPYMDDtm-rxcppiPN996ueR_NIIErIEz21qK4YjhpXbgWKB1KqxTqNEXOt688KPAblP0OHRgcprkElLjVFyq_GxcLDw==,USA; Connecticut; New Haven,2022-01-08,,02/11/2022
518,Quantum Circuits,Quantum Applications Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXT5eMjEZ_1-YskTapdpJWwLOIXMMUXMPlC2U_nzD78AMyqdKe18hpNetyOEXBNylD1JxJr8GjoBzlm9LfrpckjOfpzNr_DxmuM8Fwe1M18wBNGRM8M-QTiGqoHEqVEDyDzTrdQgfbAPl5fw0-JLo6aSwA==,USA; Connecticut; New Haven,2022-01-08,,02/11/2022
519,Amazon Web Services (AWS),"Equipment Engineer, Quantum",https://jobs.quantumapalooza.com/u/BgAAAAABjYXOcVuALFzgT0OsS3sPBV-YE5yp2to_bIu1LLHt9E3ZE3sC7QAGH2diOJlCzl6gpoCsWLKkztrD-9pb9uFroK-6teaz-_VP8-H04P7J8pFp6FmH46PUW4XwDnZdIl3XQcA8qLskwGCQppkgwU33MPsaaMQ==,USA; California; Pasadena,2022-01-06,,02/11/2022
520,Honeywell,Quantinuum - Advanced Microfabrication Research/Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQTrkUQa5TFNtET69KwxilRbzKg-6-fLS8xRyYggQLiU5GBMfG0f7gT6tHYk0kniWfnGIydkKp8lUDRZhAoLW1sT3maSfztvkuMoYcwHA_x1EZrV79sIoJ3Am0LIFSU2tcyg7N7d1CVyIfdgTDOrrC4Aw==,USA; Minnesota; Plymouth,2022-01-01,,02/11/2022
521,Honeywell,Quantinuum - Advanced Photonic Integrated Circuit Design Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQTgbIzn9kFtgMDMe_gFe0eyMat9JPApa17WbbE24KNfxFssql13dJ65AQciYjsKZD81gsewolI7OB5iEO8R5ZInCsa3O5x1xnCTOLET6FjKgDZO01efx1qIfUwgX_tYFwOnEasyTpOFPqhQRBMWk09Pg==,USA; Colorado; Broomfield,2022-01-01,,02/11/2022
522,Honeywell,Quantinuum - Quantum Compiler Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQbQKvEMgR0K2AdpVrb1Chqzzq4bvLrrV2detJdebrbvM1SzMLs40_-m2hCBZo97jrV95WKq9zuXZ_RmzwrtyU19UNgedMclTELpiVY9vgS7iXt9qyrC_AM_0OGu9oP2zK9338MKlT4rmXQSb7Xqv0Gsw==,USA; Colorado; Broomfield,2022-01-01,,02/11/2022
523,IonQ,"Senior Software Engineer, Digital Signal Processing",https://jobs.quantumapalooza.com/u/BgAAAAABjYXRYFV98HRnRwst5vqb4cO4tWiTL8mN3KkMHdUcD7NSFiemn8TaWLfc5Pg3UhycQPjp9rA9Art6nhM0t2_-ZfQst6h2yFQMkMm73JFLifjR-41dOUt3MJPuM-6NOSyN5MrLiur9i3zBqhlkKAy6pClyw7w==,USA; Maryland; College Park,2022-01-01,,02/11/2022
524,Xanadu,Senior Electrical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXVwPxJ3ohYT3EFwPT7M7n_CMAyy5-7e2KWPcIMiWYYeFXXJ7EQsxWPGwhx1-tomyYWGaALHVgBnP-aSwdf4R6aNEAw9SEiVBhTYLKuYawTw13zLnHkLU0tjaI3d2AjqAyqAAI3xL-iQ-WW5JkW_AyoR9g==,Canada; Ontario; Toronto,2021-12-24,,02/11/2022
525,Honeywell,Quantinuum-Advanced Microfabrication Research/ Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQiTFNVdIXLByZ9vLWnYGckspf76hVDmoAQ7js6ijqZAXSIKUiKsUQhEwuPzsbGK1sCYbgrGmMmYOdXPytsw2R9RLegKJu72EH4WlVqTJ524LezAZxa74jcX-DzAGJ_G8Tr7C0XzyVVCQrl-3vhUgJUnA==,USA; Minnesota; Plymouth,2021-12-23,,02/11/2022
526,ColdQuanta,UI/UX Designer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXPW-ixzGp0mClH4Et2_48l4J7JNCbzNoT0GP-JCQpOaBx16EyJjo-V2kG7-Y2ftY8RldLLFKv12RvJTe-RHyeUrq1npw1s10poOeIHw_d4lFFKuQWb9pBwI2-yJGPaBZFUcOH6AyFjG9JFX9hART35FgQ==,USA; Colorado; Boulder,2021-12-18,,02/11/2022
527,Amazon Web Services (AWS),"Quantum Research Scientist, Test and Measurement",https://jobs.quantumapalooza.com/u/BgAAAAABjYXOilDuVNEW3O-KxBwCL1Z7o054FJy-soSmXdNPW9L6WXqv0Tqyd5JQ_xzNkXQcIA6SqosW_wtB6t1sjZ6estgy2m3yhK8O4UeGS5j4mKPSPWR9ePVQR0zspAxvxOAJ4MaAYgClOLNT_5iwoNulnsLbRGA==,USA; California; Pasadena,2021-12-10,,02/11/2022
528,QuEra Computing,Opto-mechanical Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUOfwuqxbM5r_-AUjJ8ja-gAtLt57COydjzALFW4hTWJjJ_AdF28Pt_F_XRZ2js_qtk5Ijf7p-CCX0jd2cDRNnNkjr9pg-BGdIaQijzEdb9amrM0Jz3d3FKr2xedbi38IjEDQbW422ssA6Kxxm_dIqCaQ==,USA; Massachusetts; Boston,2021-12-08,,02/11/2022
529,Bleximo,Manufacturing Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXO3mxGXYcA2gxlE1jiL27B9SePNhQg3oGTvq2BvWNtawyOozt8GwQCqnWsjIGWhRFfKOJtIlOV9kdqbAg-cYN38UeX2CyoN50C0_dPEBvHEIHH8cHKeuTYO1zCdSSeH6Eb6WajoMiiPM-UNhL0mMd1d2A==,USA; California; Berkeley,2021-12-03,,02/11/2022
530,Bleximo,Quantum Applications Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXO3lZgLXKrPTWFmQYcbsLgAi3PIjNbVmIZbv2ZXFie4gh3nva0K9iKOBW4IJt2iRx8Cn_7WUnhldIojBgepyv4RaJpfRScN_A1znVbKNjYprs42BiubhJy5g-gImLXjdGluMt5BUSBaMz1CNajJoJEqTA==,USA; California; Berkeley,2021-12-03,,02/11/2022
531,PQSecure Technologies,Commercial Business Development Lead,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTMku2IV5MrYV7bu_vMIYMXZ6SOC8-npTMl7oAu7x2R8LU1xbWMjtwia-AYNJSz6gsAxq9_irlD7uusBK2Jx0hQAtR_yazF5Z_6Wj01xQSI6oOToIWOUa6YlfUvEznUscn0gV08UsX5ssphB3bIUc-QmA==,Remote,2021-12-02,,02/11/2022
532,PQSecure Technologies,Hardware/Software Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTM4OUDcfyXf45OtYtJwXJmxzzx2wxDKkyrLhaPNJuRrC-OLBVY5IiqAjLiywoVsXWyGxe1oMPRoWOZ4L2mzhOEf5r9zi1JSy2QVL0XO9GNomnjfRFln5f1FQ3ZMqk8SXHu02Ka8DRYxuO5pOnia1lVRA==,USA; Florida; Boca Raton,2021-12-02,,02/11/2022
533,IonQ,"Senior Software Engineer, Data Services",https://jobs.quantumapalooza.com/u/BgAAAAABjYXRYCZ3OBYsS2flJ4U4SHpy9aLGe_XQA9abs6uSaxt3syDw56IPs6cJCHV8gCUFWfc8yT7Slw9KxXe3-UEP4Zz957JfRQdii_UgXctYgPsp-YQESZArRIMxu67Ibn1B5-QS8lx5_5nzqoNHrINbYeDmyDA==,USA; Maryland,2021-11-30,,02/11/2022
534,Physical Sciences Corp.,Atomic Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTKX8f4v04VQ7moUpBLJxlJirpHNXVLhsM6JbBBTaGEMoHDIaUG7UDY-90iTcMooNrD35CE49w7yH5r3fmbvolc7v7a6LuS5VxWNYgvn6ZPRl3hqu7ULt67pLES3xo5oClERo1hgaMhdKe_CfAhqNh4lQ==,USA; Massachusetts; Boston,2021-11-30,,02/11/2022
535,IBM,"Postdoctoral Researcher - Quantum (Yorktown Heights, NY)",https://jobs.quantumapalooza.com/u/BgAAAAABjYXQ1NsimWLUQnb2fQAsp7PEmhITH7zVUra6xweld8WgCwEACRcnUX_eNtETnXZ_n5wK1CBadTl_uxqMiuW12vKu_EtLmpER-Nz9sJuyxi8Dc9sfKgPiPHP8LeMh5aLEVNnVk_Z_1xd8d1IYQPriJi3Lc6w==,USA; New York; Yorktown Heights,2021-11-26,,02/11/2022
536,QC Ware,Business Development Executive - Pharma,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTh-pIDRd9ocE2-X11oNcmxrRfTTMiXbEsdicEwoVXnEqIakaWEd0AVu5G9QA4me0LtugBTVFsMSgqZ8IrYNAUeFb2q4gh0Ag7nOOtvYNDEHfAMyWwfwawyqBUZOOU688LPwnLRn9wODTBXbaYRJtEU5w==,"USA; California; Palo Alto
France; Paris",2021-11-24,,02/11/2022
537,QC Ware,Quantum Solutions Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTkrg-s1GXGQr1INfHS84TbWkYa6MKXMju226eyFJg8xn7BO5sjXYq_-vqKweKg7QS1ykEUCwBFLsgkmPgxfm3i8nkQGKdUAJj1YC0yIMWRAGHxRfH57zPg0LkXXmW5jRLTJO6snkjVL_xGlVvPKtLFcw==,USA; California; Palo Alto,2021-11-23,,02/11/2022
538,IonQ,Principal Compiler Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRKwomLGFUjFh3VTdsemaBPu-AriFUdsxJTbCigx8Ylc9SDOgtlpCqgEcJl6Q9T2MgY0xvZfmQ_3J2xJwGXvRnLibYObKroLE3HxGX8zfpVjqRvClPHWpW61VZexj2HFMASNzqHDzrvN_QFCVv0kLPCTg==,USA; Maryland,2021-11-20,,02/11/2022
539,Q-CTRL Federal,Senior Software Engineer (Quantum Control US),https://jobs.quantumapalooza.com/u/BgAAAAABjYXTbQxomVtgXTfUjlmI0nMtkUg9wS-IcRmt5WguEs0uCXc_JdUEgThZZLJjbEHSvaVQLNAzhHW8-75Q_mLruifSNqS0JbxojHfBzoOLb_pYj1WDI4jMPtCzVub-a2NIOD34TsfXWYVJo5uPFzNRIcq-w2w==,USA; California; Santa Barbara,2021-11-20,,02/11/2022
540,QC Ware,Director of Marketing,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTi8NjVP-1oMtALog0wA423NH5LIO3yWeFVkiZXYfKeqOoNmi98xyICeHpQxhSoFLq8U4__oTTInQ8OkN3fhD_fB9LU8sPfAQgUd1UKRkGU36AiygrH1TE_kyx9U-AG1q9AboRaftVe9aSIRRCbuMEeTA==,USA; California; Palo Alto,2021-11-17,,02/11/2022
541,QC Ware,Quantum Solutions Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXTkYs_gKerGuiGp3RufPeHDCBMc_Z5x0P7OMOpWplb1hjmEup4VhqIe9nPHr4m-NKqnWV21G_3H9vJplWBLoLPGpYZPv8Uw0hif8XTmewFuVrecUnWpdD_hjBfi2Bng56CN67Q_Xj239y3MnsHdHeERaw==,USA; California; Palo Alto,2021-11-17,,02/11/2022
542,Quantum Machines,Administrative Specialist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXT-Hq-rGODINF2-nIRx5IKdshMquXpfGNJVg9jPDLxQoBYWqyk5dvGTKKzQnNaKse4rdSWi8rqCW7FkmygtXFxr2U-EvgS9rD6NG7jbPlZDcXvUN7ut4q_X4JxOg5HmOjTsx8Xf4aWDlByozJ1JSBonsQ==,Israel; Tel Aviv,2021-11-13,,02/11/2022
543,Quantum Machines,Algorithm Engineer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXT-zi-V-9f00RmrOovpL0JrrWZsIvokWXOTR4V4poriU_47vwou76dFU_mDT7IILnFehQ1XSWnAqO-1ZC_jGFhfvVx7Tf0_IbPLc8da8sfyJdpl-3j3Kc6uYyLiBo6DxOfXsCptqhyr6GmqQi7bFUF2AA==,Israel; Tel Aviv,2021-11-13,,02/11/2022
544,Quantum Machines,Experimental Physicist for Product team,https://jobs.quantumapalooza.com/u/BgAAAAABjYXT_uWjZIrWGKEnZEOkWUCTH3wvSYhF8R3IWURggbPnr5ZTNk_LTNvoAeD5ydIdpxHqFUtJXOdzCrASfJZFZ-_PHFjrLXhPRhNPKvTlNcQRKo15vPB7Lcch7um2BbMWwx3JLP7cDLS8VXL_vRmpfEhe1Lg==,Israel; Tel Aviv,2021-11-13,,02/11/2022
545,Quantum Machines,Linux Software Group Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUB6f1_tZ17YB8e9BwTVDUNxb0rUR1aCB_yRhmhao0_AXlSTx8CB-U2yzs4yd0Hty6ONf5Xc1gMlfUG8QzHKRfUnU0fmbf5KM0lMF0UTY76-XeR--Lk7TmMa7wRYavy1c95fDLEKbHRU7KfzaVGyu-WEQ==,Israel; Tel Aviv,2021-11-13,,02/11/2022
546,Quantum Machines,Operations Program manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUBk0y8u8qbzJbv4wvM9vMiUKYnlFll61juTptVyRPXQgCsDUKLNxCBU4-7XZBrUK_qlYysPhDy8zGDmExWuM9OBQvmzUT4VC6LCxPiweW2htDgeyj5UWjYXhVyEFgYWu1yX0FbUEuLMrZYmxYwjdfnhg==,Israel; Tel Aviv,2021-11-13,,02/11/2022
547,Quantum Machines,Operations Project Analyst,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUCey8p9P1f_EfDEGwAH5gVVmTnazAKU9gMFcZHkkl8W0_udSyE8MMiZBFFv6tKuuxn0Jr3uHF1QHvz4F7V3jaWMj1604joh1bhkBM2a_YjkkXKpceHBjBsGyTyqwBiYNeZabvTWuLS6H3Sf_VPst-JUQ==,Israel; Tel Aviv,2021-11-13,,02/11/2022
548,Quantum Machines,Quantum Algorithms Developer,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUDA84P_9UKSl5PUwCEw8w01qK-0tFwwWLv-lTUOkeYcnPXPskt4Ve65DNW8_yxdqR_BvxDahrisWdA0l6bptgTr55cNnG-2Zkdq6WMTU6vrlkRsDBFRD8WVfNwR_1XuWA1OrorpDst1bVUAXDEFBsaiw==,Israel; Tel Aviv,2021-11-13,,02/11/2022
549,Quantum Machines,Sales Analyst,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUEdIof4gPJW3hdLieVTk7Kerir54aho3WQVYaKRVBrbFwnIXpkZ6hyNwJP3jHYBUoeHH3pl7yHbDQtpDkRtkalXPlIDJw3Qr6ZPALpOxe8abvY5LuekrEEkqMDxZxP_WLucpp4GBhkjiWbMEl2kHTakQ==,Israel; Tel Aviv,2021-11-13,,02/11/2022
550,Quantum Machines,Shipping Coordinator,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUFC2JPHB0wYjL_DQ_EwL-pr8vJQRVppXhv6BjL7dqi1DkZJRTRpm_9jNeMUe44ptaXRWH11OC9SHUnhAJkfcsEB0I64Pw1yGHn3Zq8G89eOXif0X_BpDbNQlW8G2P19oXtznwNAyGBQaZJCfwbc7oWiQ==,Israel; Tel Aviv,2021-11-13,,02/11/2022
551,Quantum Machines,Technical Project Manager,https://jobs.quantumapalooza.com/u/BgAAAAABjYXUGlAtYJVbDJ7dm_FDd5j38GWM2G54zdzZMswOuePqZbr47UPBnrUs8cxaxlHAu7z7Qu0A-8rnpspHAeWmocCuzWHGhSOW0XmtcmM_22mnQndhs2QEPA1dS9Jiufci41JLSn1OSCnFezNheFxwVn80tSw==,Israel; Tel Aviv,2021-11-13,,02/11/2022
552,Google,"Packaging Hardware Engineer, Quantum AI",https://jobs.quantumapalooza.com/u/BgAAAAABjYXP8xqGAUy4qkrNoj2PvB1K4iE-0cmdlpUwfsZFUwqhD9BU9ZcsUxvA9-9haPt7Hs3u1dSF38iWILYGekdYHwwbnAo-3WVf1KB5ffGsHudpxrUTVg2gdUJD1aSL1bwFfZh4bm8xOrqpgxnS5AVR1chGRhw==,USA; California; Goleta,2021-11-10,,02/11/2022
553,Google,Quantum Research Scientist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXQDX3yvxsxMTMekvptHOaB3nQKOuYINqru9QwFheBR-e4r12oNRK7UqU-E9iCb8bJ29gXkxLP1D6qg5l4IgZE5e0HaRxxsR8_UUiApAtFmLdQS-JrqYbXhS9lZJyN9woL5s2EPoHy-WDt9oHPkBpXRK9w==,USA; California; Goleta,2021-11-10,,02/11/2022
554,Keysight,Quantum Physicist,https://jobs.quantumapalooza.com/u/BgAAAAABjYXRs9v03o7ydc4dVaghG-V7kSA-TNZVfDyP23UD4r-YaIpi5X-leqfJ9pdaizYaEvzCEZbtlOK22XE8aIoGMojI_Nr6Qa6P7cbQvNCZrqzSOtVaP8wGwVJ8AJz7UBuxebrh5P5HphFe6i_J54IwNmMQ__A==,USA; Massachusetts; Cambridge,2021-11-09,,02/11/2022
