,distance,number_of_the_match,official_code,official_job_name,matched_Title,matched_Description
1495,155.3767,1,25-9049.00,"Teaching Assistants, All Other",(Junior) Consultant Agile Methoden / Scrum Master (all genders),
1496,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1497,146.50348,1,27-3099.00,"Media and Communication Workers, All Other",Praktikant / Werkstudent Batteriespeicher (all genders),
1498,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1499,232.52441,1,47-2043.00,Floor Sanders and Finishers,CRM Manager (Inhouse) (m/w/d) in München,
1500,166.17308,1,25-1011.00,"Business Teachers, Postsecondary",Asscociate Technical Account Manager - TechU Graduate Program Amazon Web Services,
1501,226.68332,1,11-9199.01,Regulatory Affairs Managers,Consultant Compliance (m/w/d) in Stuttgart,
1502,147.85327,1,27-3099.00,"Media and Communication Workers, All Other",Strategie- und Managementberater (all genders),
1503,147.85327,1,27-3099.00,"Media and Communication Workers, All Other",Strategie- und Managementberater (all genders),
1504,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1505,62.354473,1,15-1221.00,Computer and Information Research Scientists,"Research Scientist, Scientific Computing",
1506,91.843765,1,15-2031.00,Operations Research Analysts,Research Program Manager,
1507,96.1304,1,11-3051.00,Industrial Production Managers,General Labourer/Warehouse Worker,
1508,160.24927,1,15-1299.04,Penetration Testers,Spécialiste en amélioration de processus numérique,
1509,175.20175,1,43-3051.00,Payroll and Timekeeping Clerks,HR Analyst (Part-time),
1510,139.11606,1,13-1199.05,Sustainability Specialists,Lecturer - IDEA Fellow:  Sustainable Climate Justice and Solutions,
1511,222.94778,1,25-1022.00,"Mathematical Science Teachers, Postsecondary",Research Engineer (m/f/d) for Quantum Cryptography Software Development (Full-time / Part-time) (Vienna),
1512,244.88313,1,43-4141.00,New Accounts Clerks,Hardware Co-op: R&D (January 2023 Term),
1513,213.7122,1,47-2041.00,Carpet Installers,Carolina CAT - Used Equipment Manager,
1514,285.67737,1,43-3099.00,"Financial Clerks, All Other",Many Forklift Operator Positions Available – Salary Between $20 and $24 per hour,
1515,248.81932,1,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Multiple Faculty Positions in Mechanical Engineering at The University of Texas at Austin-Fall 2023,
1516,19.911907,1,43-4051.00,Customer Service Representatives,Customer Service,
1517,283.4721,1,43-4141.00,New Accounts Clerks,Computational Fluid Dynamics Intern (Summer 2023),
1518,139.2634,1,19-2041.03,Industrial Ecologists,Modern Work Cloud Specialist for Lifesciences and Chemicals,
1519,129.09747,1,27-3099.00,"Media and Communication Workers, All Other",Consultant Energiespeicher / Batterie (all genders),
1520,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1521,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1522,147.85327,1,27-3099.00,"Media and Communication Workers, All Other",Strategie- und Managementberater (all genders),
1523,181.58443,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Projektleitung Strategie & Digital Energy (all genders),
1524,193.29341,1,25-1112.00,"Law Teachers, Postsecondary",(Junior) Project Manager (PMO) - Tax (m/w/d) in Leipzig,
1525,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1526,200.76622,1,25-1112.00,"Law Teachers, Postsecondary",(Senior) Manager Datenschutz (m/w/d) in Frankfurt (Main),
1527,140.1537,1,11-9081.00,Lodging Managers,CRM Manager (Inhouse) (m/w/d),
1528,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1529,146.4311,1,19-4099.01,Quality Control Analysts,Associate Consultant in verschiedenen Bereichen (w/m/x),
1530,121.55838,1,19-3022.00,Survey Researchers,Field Service Technician,
1531,86.34112,1,11-9033.00,"Education Administrators, Postsecondary",Éducateur spécialisé / éducatrice spécialisée,
1532,147.60413,1,17-2199.07,Photonics Engineers,Quantum Manager,
1533,106.86284,1,43-4051.00,Customer Service Representatives,Customer Acquisition Lead (ES),
1534,190.24193,1,29-2011.04,Histotechnologists,PhD scholarship in Theoretical Modeling of Single-Particle Catalysts,
1535,107.384384,1,17-2112.00,Industrial Engineers,PLC Controls Engineer,
1536,168.8928,1,11-9199.01,Regulatory Affairs Managers,Coordonnateur des exportations,
1537,203.624,1,25-1054.00,"Physics Teachers, Postsecondary",Post Doctoral Research Associate (m/f/d) | Non-thermal astrophysics,
1538,99.74262,1,29-2011.04,Histotechnologists,Technicien en calibration,
1539,266.46393,1,25-1054.00,"Physics Teachers, Postsecondary",Entry Level Automation and Testing Developer: 2023,
1540,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
1541,229.33858,1,43-4141.00,New Accounts Clerks,September 2023 Start Digital Technology Business Analyst Graduate Development Programme (GDP),
1542,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
1543,139.2634,1,19-2041.03,Industrial Ecologists,Modern Work Cloud Specialist for Lifesciences and Chemicals,
1544,129.09747,1,27-3099.00,"Media and Communication Workers, All Other",Consultant Energiespeicher / Batterie (all genders),
1545,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1546,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1547,147.85327,1,27-3099.00,"Media and Communication Workers, All Other",Strategie- und Managementberater (all genders),
1548,181.58443,1,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",Projektleitung Strategie & Digital Energy (all genders),
1549,193.29341,1,25-1112.00,"Law Teachers, Postsecondary",(Junior) Project Manager (PMO) - Tax (m/w/d) in Leipzig,
1550,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1551,200.76622,1,25-1112.00,"Law Teachers, Postsecondary",(Senior) Manager Datenschutz (m/w/d) in Frankfurt (Main),
1552,140.1537,1,11-9081.00,Lodging Managers,CRM Manager (Inhouse) (m/w/d),
1553,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1554,146.4311,1,19-4099.01,Quality Control Analysts,Associate Consultant in verschiedenen Bereichen (w/m/x),
1555,121.55838,1,19-3022.00,Survey Researchers,Field Service Technician,
1556,86.34112,1,11-9033.00,"Education Administrators, Postsecondary",Éducateur spécialisé / éducatrice spécialisée,
1557,147.60413,1,17-2199.07,Photonics Engineers,Quantum Manager,
1558,106.86284,1,43-4051.00,Customer Service Representatives,Customer Acquisition Lead (ES),
1559,190.24193,1,29-2011.04,Histotechnologists,PhD scholarship in Theoretical Modeling of Single-Particle Catalysts,
1560,107.384384,1,17-2112.00,Industrial Engineers,PLC Controls Engineer,
1561,168.8928,1,11-9199.01,Regulatory Affairs Managers,Coordonnateur des exportations,
1562,203.624,1,25-1054.00,"Physics Teachers, Postsecondary",Post Doctoral Research Associate (m/f/d) | Non-thermal astrophysics,
1563,99.74262,1,29-2011.04,Histotechnologists,Technicien en calibration,
1564,266.46393,1,25-1054.00,"Physics Teachers, Postsecondary",Entry Level Automation and Testing Developer: 2023,
1565,114.04596,1,15-1252.00,Software Developers,Quantum Software Developer,
1566,229.33858,1,43-4141.00,New Accounts Clerks,September 2023 Start Digital Technology Business Analyst Graduate Development Programme (GDP),
1567,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
1568,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1569,110.75746,1,15-1299.09,Information Technology Project Managers,Cloud Solution Architect Manager (Application Innovation),
1570,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1571,75.16543,1,11-3131.00,Training and Development Managers,"Program Manager, ATS Program Development",
1572,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1573,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1574,179.52176,1,25-1199.00,"Postsecondary Teachers, All Other",Werkstudent Projektmanagement in der Elektromobilität (all genders),
1575,146.50348,1,27-3099.00,"Media and Communication Workers, All Other",Praktikant / Werkstudent Batteriespeicher (all genders),
1576,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1577,207.13634,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Consultant Compliance (m/w/d) in Hamburg,
1578,172.96878,1,15-1299.09,Information Technology Project Managers,Praktikant/Werkstudent Technology Strategy & Transformation (m/w/d) in Köln,
1579,189.80331,1,29-2032.00,Diagnostic Medical Sonographers,PhD Position Game Theory of Cancer and Its Treatment,
1580,88.52934,1,11-3131.00,Training and Development Managers,Director Of Product Development,
1581,159.2794,1,29-1291.00,Acupuncturists,Manœuvre de production (alimentaire),
1582,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
1583,114.77223,1,55-1015.00,Command and Control Center Officers,Conseiller technique,
1584,106.2805,1,19-4092.00,Forensic Science Technicians,Consultants - Forensic Planning and Delay Analysis,
1585,114.2663,1,13-1041.07,Regulatory Affairs Specialists,HCAM Consultant,
1586,106.71648,1,15-1299.09,Information Technology Project Managers,Technical Communications and Intellectual Property Lead (DE),
1587,140.80396,1,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Inside Sales Representative,
1588,95.40259,1,15-1255.00,Web and Digital Interface Designers,Digital Leadership Development Program,
1589,121.75295,1,15-1221.00,Computer and Information Research Scientists,"Physicist, Mathematician, Computer Scientist (f/m/x)",
1590,99.84707,1,17-2161.00,Nuclear Engineers,Atomic Physicist - Experimental,
1591,177.29303,1,25-1021.00,"Computer Science Teachers, Postsecondary",Student Position in the field of Simulation and Modelling,
1592,84.88855,1,17-2199.07,Photonics Engineers,Quantum Engineer,
1593,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1594,110.75746,1,15-1299.09,Information Technology Project Managers,Cloud Solution Architect Manager (Application Innovation),
1595,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1596,75.16543,1,11-3131.00,Training and Development Managers,"Program Manager, ATS Program Development",
1597,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1598,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1599,179.52176,1,25-1199.00,"Postsecondary Teachers, All Other",Werkstudent Projektmanagement in der Elektromobilität (all genders),
1600,146.50348,1,27-3099.00,"Media and Communication Workers, All Other",Praktikant / Werkstudent Batteriespeicher (all genders),
1601,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1602,207.13634,1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Consultant Compliance (m/w/d) in Hamburg,
1603,172.96878,1,15-1299.09,Information Technology Project Managers,Praktikant/Werkstudent Technology Strategy & Transformation (m/w/d) in Köln,
1604,189.80331,1,29-2032.00,Diagnostic Medical Sonographers,PhD Position Game Theory of Cancer and Its Treatment,
1605,88.52934,1,11-3131.00,Training and Development Managers,Director Of Product Development,
1606,159.2794,1,29-1291.00,Acupuncturists,Manœuvre de production (alimentaire),
1607,225.11426,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, MS, 2023",
1608,114.77223,1,55-1015.00,Command and Control Center Officers,Conseiller technique,
1609,106.2805,1,19-4092.00,Forensic Science Technicians,Consultants - Forensic Planning and Delay Analysis,
1610,114.2663,1,13-1041.07,Regulatory Affairs Specialists,HCAM Consultant,
1611,106.71648,1,15-1299.09,Information Technology Project Managers,Technical Communications and Intellectual Property Lead (DE),
1612,140.80396,1,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Inside Sales Representative,
1613,95.40259,1,15-1255.00,Web and Digital Interface Designers,Digital Leadership Development Program,
1614,121.75295,1,15-1221.00,Computer and Information Research Scientists,"Physicist, Mathematician, Computer Scientist (f/m/x)",
1615,99.84707,1,17-2161.00,Nuclear Engineers,Atomic Physicist - Experimental,
1616,177.29303,1,25-1021.00,"Computer Science Teachers, Postsecondary",Student Position in the field of Simulation and Modelling,
1617,84.88855,1,17-2199.07,Photonics Engineers,Quantum Engineer,
1618,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
1619,158.05377,1,27-3099.00,"Media and Communication Workers, All Other",(Senior) Consultant – Digitale Organisationen (all genders),
1620,175.65668,1,25-1199.00,"Postsecondary Teachers, All Other",Facharzt für Telenotarztdienst und Projektarbeit (all genders),
1621,205.95609,1,25-1063.00,"Economics Teachers, Postsecondary",Senior Consultant / Manager Quantitatives Risikomanagement (m/w/d) in Hamburg,
1622,101.24965,1,11-3013.00,Facilities Managers,Area Manager,
1623,199.42673,1,25-1199.00,"Postsecondary Teachers, All Other",Werkstudent - Forschung und Entwicklung im Bereich Digitale Rettungskette (all genders),
1624,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1625,191.38193,1,13-2053.00,Insurance Underwriters,Manager Insurance / Riskmanagement (m/w/d) in München,
1626,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1627,184.94981,1,27-1021.00,Commercial and Industrial Designers,Engineer (Inhouse) (m/f/x) in Hamburg,
1628,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1629,195.49457,1,11-9033.00,"Education Administrators, Postsecondary",Werkstudent/Praktikant (m/w/d) Technology Strategy & Transformation in Frankfurt (Main),
1630,134.85797,1,25-1052.00,"Chemistry Teachers, Postsecondary",Master or Internship Student (m/f/d) in Computational Quantum Chemistry,
1631,147.50517,1,25-1022.00,"Mathematical Science Teachers, Postsecondary","Open Rank Faculty Search: Cross Disciplinary Faculty Search - Mathematical Modeling and Computation, Simulation and Multiscale Computational Modeling, and Network Science",
1632,226.716,1,27-1021.00,Commercial and Industrial Designers,Machine Operator/General Labourer/Packer – Exciting Long-term Opportunities in Scarborough/Markham,
1633,71.83568,1,27-2012.04,Talent Directors,Talent Acquisition Specialist,
1634,114.93536,1,11-3013.00,Facilities Managers,Opérateur de production,
1635,132.24844,1,33-3011.00,Bailiffs,Chargé de projets,
1636,191.19212,1,27-1022.00,Fashion Designers,Project Leader for Luxury Cosmetics,
1637,80.93065,1,11-2022.00,Sales Managers,Quantinuum - Sales Development Representative,
1638,150.93454,1,25-1054.00,"Physics Teachers, Postsecondary",Full Professorship (W3) of Experimental Physics - Quantum Metrology and Sensing (Chair),
1639,176.81609,1,21-2021.00,"Directors, Religious Activities and Education",🧑🤝🧑 Community Evangelist 🧑🤝🧑,
1640,244.4545,1,43-4141.00,New Accounts Clerks,September 2023 Start Software Engineering Graduate Development Programme (GDP),
1641,136.48395,1,47-4011.01,Energy Auditors,Chair of Networked Energy Systems,
1642,96.77939,1,15-1251.00,Computer Programmers,Lecturers in Computing,
1643,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
1644,158.05377,1,27-3099.00,"Media and Communication Workers, All Other",(Senior) Consultant – Digitale Organisationen (all genders),
1645,175.65668,1,25-1199.00,"Postsecondary Teachers, All Other",Facharzt für Telenotarztdienst und Projektarbeit (all genders),
1646,205.95609,1,25-1063.00,"Economics Teachers, Postsecondary",Senior Consultant / Manager Quantitatives Risikomanagement (m/w/d) in Hamburg,
1647,101.24965,1,11-3013.00,Facilities Managers,Area Manager,
1648,199.42673,1,25-1199.00,"Postsecondary Teachers, All Other",Werkstudent - Forschung und Entwicklung im Bereich Digitale Rettungskette (all genders),
1649,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1650,191.38193,1,13-2053.00,Insurance Underwriters,Manager Insurance / Riskmanagement (m/w/d) in München,
1651,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1652,184.94981,1,27-1021.00,Commercial and Industrial Designers,Engineer (Inhouse) (m/f/x) in Hamburg,
1653,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1654,195.49457,1,11-9033.00,"Education Administrators, Postsecondary",Werkstudent/Praktikant (m/w/d) Technology Strategy & Transformation in Frankfurt (Main),
1655,134.85797,1,25-1052.00,"Chemistry Teachers, Postsecondary",Master or Internship Student (m/f/d) in Computational Quantum Chemistry,
1656,147.50517,1,25-1022.00,"Mathematical Science Teachers, Postsecondary","Open Rank Faculty Search: Cross Disciplinary Faculty Search - Mathematical Modeling and Computation, Simulation and Multiscale Computational Modeling, and Network Science",
1657,226.716,1,27-1021.00,Commercial and Industrial Designers,Machine Operator/General Labourer/Packer – Exciting Long-term Opportunities in Scarborough/Markham,
1658,71.83568,1,27-2012.04,Talent Directors,Talent Acquisition Specialist,
1659,114.93536,1,11-3013.00,Facilities Managers,Opérateur de production,
1660,132.24844,1,33-3011.00,Bailiffs,Chargé de projets,
1661,191.19212,1,27-1022.00,Fashion Designers,Project Leader for Luxury Cosmetics,
1662,80.93065,1,11-2022.00,Sales Managers,Quantinuum - Sales Development Representative,
1663,150.93454,1,25-1054.00,"Physics Teachers, Postsecondary",Full Professorship (W3) of Experimental Physics - Quantum Metrology and Sensing (Chair),
1664,176.81609,1,21-2021.00,"Directors, Religious Activities and Education",🧑🤝🧑 Community Evangelist 🧑🤝🧑,
1665,244.4545,1,43-4141.00,New Accounts Clerks,September 2023 Start Software Engineering Graduate Development Programme (GDP),
1666,136.48395,1,47-4011.01,Energy Auditors,Chair of Networked Energy Systems,
1667,96.77939,1,15-1251.00,Computer Programmers,Lecturers in Computing,
1668,197.64777,1,15-1243.00,Database Architects,Analyst/Consultant Strategy & Cloud / Human Capital (m/w/d) in Hannover,
1669,169.29668,1,11-9199.01,Regulatory Affairs Managers,Consultant Compliance (m/w/d) in Mannheim,
1670,110.75746,1,15-1299.09,Information Technology Project Managers,Cloud Solution Architect Manager (Application Innovation),
1671,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1672,152.93301,1,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Autonomy / Advanced Crew Station / Tooling Development – working student / Werkstudent (m/f/d),
1673,142.83102,1,11-9199.00,"Managers, All Other",Manager eMobility Charging (all genders),
1674,110.75746,1,15-1299.09,Information Technology Project Managers,Cloud Solution Architect Manager (Application Innovation),
1675,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1676,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1677,184.70041,1,27-2012.05,Media Technical Directors/Managers,(Senior) Manager Datenschutz (m/w/d) in Köln,
1678,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1679,140.38892,1,17-3019.00,"Drafters, All Other",Scrum Master (all genders),
1680,130.78305,1,25-4031.00,Library Technicians,Bookkeeper,
1681,63.145218,1,13-1199.04,Business Continuity Planners,Business Development Associate,
1682,218.86508,1,11-9039.00,"Education Administrators, All Other",Event Set Up and Take Down – Students Welcome!,
1683,91.81752,1,17-2199.07,Photonics Engineers,Quantum Control Engineer,
1684,88.57295,1,17-2199.07,Photonics Engineers,Quantum Computing Engineer,
1685,135.4694,1,51-2092.00,Team Assemblers,Simulationsexperte (m/w/d),
1686,45.011192,1,15-2051.01,Business Intelligence Analysts,Business Analyst,
1687,27.450455,1,11-2022.00,Sales Managers,Sales Manager / Director,
1688,75.22439,1,19-2012.00,Physicists,Theoretical chemist or physicist (f/m/x),
1689,174.6935,1,25-1011.00,"Business Teachers, Postsecondary",IBM Mentoring Program,
1690,139.89291,1,15-1252.00,Software Developers,Python Developer,
1691,45.011192,1,15-2051.01,Business Intelligence Analysts,Business Analyst,
1692,97.083984,1,15-2051.01,Business Intelligence Analysts,Business Analyst - Trading,
1693,197.64777,1,15-1243.00,Database Architects,Analyst/Consultant Strategy & Cloud / Human Capital (m/w/d) in Hannover,
1694,169.29668,1,11-9199.01,Regulatory Affairs Managers,Consultant Compliance (m/w/d) in Mannheim,
1695,110.75746,1,15-1299.09,Information Technology Project Managers,Cloud Solution Architect Manager (Application Innovation),
1696,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1697,152.93301,1,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",Autonomy / Advanced Crew Station / Tooling Development – working student / Werkstudent (m/f/d),
1698,142.83102,1,11-9199.00,"Managers, All Other",Manager eMobility Charging (all genders),
1699,110.75746,1,15-1299.09,Information Technology Project Managers,Cloud Solution Architect Manager (Application Innovation),
1700,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1701,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1702,184.70041,1,27-2012.05,Media Technical Directors/Managers,(Senior) Manager Datenschutz (m/w/d) in Köln,
1703,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1704,140.38892,1,17-3019.00,"Drafters, All Other",Scrum Master (all genders),
1705,130.78305,1,25-4031.00,Library Technicians,Bookkeeper,
1706,63.145218,1,13-1199.04,Business Continuity Planners,Business Development Associate,
1707,218.86508,1,11-9039.00,"Education Administrators, All Other",Event Set Up and Take Down – Students Welcome!,
1708,91.81752,1,17-2199.07,Photonics Engineers,Quantum Control Engineer,
1709,88.57295,1,17-2199.07,Photonics Engineers,Quantum Computing Engineer,
1710,135.4694,1,51-2092.00,Team Assemblers,Simulationsexperte (m/w/d),
1711,45.011192,1,15-2051.01,Business Intelligence Analysts,Business Analyst,
1712,27.450455,1,11-2022.00,Sales Managers,Sales Manager / Director,
1713,75.22439,1,19-2012.00,Physicists,Theoretical chemist or physicist (f/m/x),
1714,174.6935,1,25-1011.00,"Business Teachers, Postsecondary",IBM Mentoring Program,
1715,139.89287,1,15-1252.00,Software Developers,Python Developer,
1716,45.011192,1,15-2051.01,Business Intelligence Analysts,Business Analyst,
1717,97.083984,1,15-2051.01,Business Intelligence Analysts,Business Analyst - Trading,
1718,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
1719,167.11974,1,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",Manager Projektmanagement in der Energiewirtschaft (all genders),
1720,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1721,122.13708,1,15-1299.09,Information Technology Project Managers,Entry Level Software Deployment Leader (m/f/x),
1722,210.57745,1,13-2053.00,Insurance Underwriters,Manager Insurance / Riskmanagement (m/w/d) in Stuttgart,
1723,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1724,75.12929,1,15-1243.01,Data Warehousing Specialists,Data Analytics Program Manager,
1725,218.70306,1,29-9021.00,Health Information Technologists and Medical Registrars,Senior Consultant Regulatory Affairs / Life Sciences (m/w/d) in München,
1726,149.96567,1,27-3099.00,"Media and Communication Workers, All Other",Consultant Energiepolitik (all genders),
1727,130.47125,1,19-4099.01,Quality Control Analysts,Output Management Dopix (f/m/x),
1728,190.83377,1,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,Sustainable Operations - Senior Manager (all genders),
1729,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1730,228.37495,1,43-4141.00,New Accounts Clerks,September 2023 Start Systems Engineering Graduate Development Programme (GDP),
1731,124.221085,1,47-4011.00,Construction and Building Inspectors,Conseiller en location d’équipement de construction recherché,
1732,57.860626,1,43-9061.00,"Office Clerks, General",Office Manager,
1733,283.07706,1,43-4141.00,New Accounts Clerks,Future IT Leaders Summer 2023 Internship,
1734,74.38458,1,19-2012.00,Physicists,"Staff Physicist, R&D",
1735,166.3436,1,25-1052.00,"Chemistry Teachers, Postsecondary",W3-Univ. Prof-ship Physical Chemistry,
1736,101.63826,1,43-3011.00,Bill and Account Collectors,Accounts Receivable Representative,
1737,196.47655,1,41-1011.00,First-Line Supervisors of Retail Sales Workers,Executive Assistant to the VP of Marketing in Luxury Cosmetics,
1738,89.29601,1,21-1091.00,Health Education Specialists,Health Care Sitters / Companions / Escorts,
1739,147.01842,1,17-2199.07,Photonics Engineers,Quantum Evangelist,
1740,209.19989,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, PhD, 2023",
1741,132.21909,1,33-3011.00,Bailiffs,Commis administratif,
1742,107.384384,1,17-2112.00,Industrial Engineers,PLC Controls Engineer,
1743,99.10358,1,13-1199.07,Security Management Specialists,Partner Strategy Lead Security,
1744,167.11974,1,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",Manager Projektmanagement in der Energiewirtschaft (all genders),
1745,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1746,122.13708,1,15-1299.09,Information Technology Project Managers,Entry Level Software Deployment Leader (m/f/x),
1747,210.57745,1,13-2053.00,Insurance Underwriters,Manager Insurance / Riskmanagement (m/w/d) in Stuttgart,
1748,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1749,75.12929,1,15-1243.01,Data Warehousing Specialists,Data Analytics Program Manager,
1750,218.70306,1,29-9021.00,Health Information Technologists and Medical Registrars,Senior Consultant Regulatory Affairs / Life Sciences (m/w/d) in München,
1751,149.96567,1,27-3099.00,"Media and Communication Workers, All Other",Consultant Energiepolitik (all genders),
1752,130.47125,1,19-4099.01,Quality Control Analysts,Output Management Dopix (f/m/x),
1753,190.83377,1,55-2013.00,First-Line Supervisors of All Other Tactical Operations Specialists,Sustainable Operations - Senior Manager (all genders),
1754,144.68135,1,15-1211.01,Health Informatics Specialists,Healthcare Go-To-Market (GTM) Manager,
1755,228.37495,1,43-4141.00,New Accounts Clerks,September 2023 Start Systems Engineering Graduate Development Programme (GDP),
1756,124.2211,1,47-4011.00,Construction and Building Inspectors,Conseiller en location d’équipement de construction recherché,
1757,57.860626,1,43-9061.00,"Office Clerks, General",Office Manager,
1758,283.07706,1,43-4141.00,New Accounts Clerks,Future IT Leaders Summer 2023 Internship,
1759,74.38458,1,19-2012.00,Physicists,"Staff Physicist, R&D",
1760,166.3436,1,25-1052.00,"Chemistry Teachers, Postsecondary",W3-Univ. Prof-ship Physical Chemistry,
1761,101.63826,1,43-3011.00,Bill and Account Collectors,Accounts Receivable Representative,
1762,196.47655,1,41-1011.00,First-Line Supervisors of Retail Sales Workers,Executive Assistant to the VP of Marketing in Luxury Cosmetics,
1763,89.29601,1,21-1091.00,Health Education Specialists,Health Care Sitters / Companions / Escorts,
1764,147.01842,1,17-2199.07,Photonics Engineers,Quantum Evangelist,
1765,209.19989,1,25-1054.00,"Physics Teachers, Postsecondary","Student Researcher, PhD, 2023",
1766,132.21907,1,33-3011.00,Bailiffs,Commis administratif,
1767,107.384384,1,17-2112.00,Industrial Engineers,PLC Controls Engineer,
1768,126.96854,1,15-1299.09,Information Technology Project Managers,Technical Specialist - Cloud Endpoint,
1769,178.49153,1,15-1299.00,"Computer Occupations, All Other",Berater Forschung und Entwicklung Quantencomputing (all genders),
1770,132.02504,1,15-1299.06,Digital Forensics Analysts,Junior Beraterin/Berater - Cybersecurity Consulting,
1771,231.8128,1,27-1029.00,"Designers, All Other",Praktikant Client Innovation (all genders) Industry X Innovation Center Essen,
1772,179.52176,1,25-1199.00,"Postsecondary Teachers, All Other",Werkstudent Projektmanagement in der Elektromobilität (all genders),
1773,137.58481,1,15-1243.00,Database Architects,Cloud Solution Architect | Data & Analytics,
1774,144.27155,1,11-9039.00,"Education Administrators, All Other",Praktikant / Werkstudent Wasserstoff (all genders),
1775,245.58466,1,33-3031.00,Fish and Game Wardens,"Tuna Campus Construction Program Manager, Sweden Gavle",
