,code,general
535,25-1031.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
536,25-1031.00,
537,25-1031.00,
538,25-1031.00,Optical character reader OCR or scanning software — Image scanning software
539,25-1031.00,Presentation software — Microsoft PowerPoint
540,25-1031.00,Spreadsheet software — Microsoft Excel
541,25-1031.00,
542,25-1031.00,Word processing software — Collaborative editing software; Microsoft Word
543,25-4011.00,Data base user interface and query software — Archivists' Toolkit; FileMaker Pro; Microsoft Access ; PREMIS
544,25-4011.00,
545,25-4011.00,Development environment software — Adobe Systems Adobe Creative Suite; Encoded archival system EAD
546,25-4011.00,Document management software — Adobe Systems Adobe Acrobat ; Omeka software
547,25-4011.00,Electronic mail software — Microsoft Outlook
548,25-4011.00,
549,25-4011.00,Geographic information system — Esri ArcGIS
550,25-4011.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; Corel Paint Shop Pro
551,25-4011.00,
552,25-4011.00,
553,25-4011.00,Presentation software — Microsoft PowerPoint
554,25-4011.00,Spreadsheet software — Microsoft Excel
555,25-4011.00,Video creation and editing software — Adobe Systems Adobe Premiere Pro; Apple Final Cut Pro
556,25-4011.00,Web platform development software — Dynamic hypertext markup language DHTML; Hypertext markup language HTML
557,25-4011.00,
558,25-1062.00,
559,25-1062.00,Cloud-based data access and sharing software — Google Drive
560,25-1062.00,Computer based training software — Blackboard Learn; Course management system software; Learning management system LMS; Sakai CLE
561,25-1062.00,
562,25-1062.00,Electronic mail software — Email software; Microsoft Outlook
563,25-1062.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
564,25-1062.00,
565,25-1062.00,Office suite software — Microsoft Office
566,25-1062.00,Operating system software — Microsoft Windows
567,25-1062.00,Optical character reader OCR or scanning software — Image scanning software
568,25-1062.00,
569,25-1062.00,Spreadsheet software — Microsoft Excel
570,25-1062.00,Video creation and editing software — YouTube
571,25-1062.00,
572,25-1062.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
573,27-1011.00,
574,27-1011.00,Computer aided design CAD software — Autodesk 3ds Max Design; Computer assisted design software
575,27-1011.00,Desktop publishing software — Adobe Systems Adobe InDesign ; Quark enterprise publishing software; QuarkXPress
576,27-1011.00,
577,27-1011.00,
578,27-1011.00,Electronic mail software — Microsoft Outlook
579,27-1011.00,Graphics or photo imaging software — Adobe Systems Adobe Creative Cloud ; Adobe Systems Adobe Fireworks; Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop
580,27-1011.00,
581,27-1011.00,Mobile operator specific application software — Mag+; Mobile application software; Tablet application software
582,27-1011.00,
583,27-1011.00,
584,27-1011.00,
585,27-1011.00,
586,27-1011.00,Presentation software — Apple iWork Keynote; Apple Keynote; Google Slides; Microsoft PowerPoint
587,27-1011.00,
588,27-1011.00,
589,27-1011.00,Spreadsheet software — Microsoft Excel
590,27-1011.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple Final Cut Pro; WeVideo; YouTube
591,27-1011.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver; Facebook ; Social media software; WordPress
592,27-1011.00,Web platform development software — AJAX ; Cascading style sheets CSS ; Drupal ; PHP
593,27-1011.00,
594,29-1129.01,
595,29-1129.01,
596,29-1129.01,
597,29-1129.01,
598,29-1129.01,Desktop publishing software — Adobe Systems Adobe InDesign
599,29-1129.01,Development environment software — Adobe Systems Adobe Creative Suite
600,29-1129.01,Document management software — Adobe Systems Adobe Acrobat
601,29-1129.01,Electronic mail software — Microsoft Outlook
602,29-1129.01,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop ; Autodesk Maya
603,29-1129.01,
604,29-1129.01,Office suite software — Microsoft Office
605,29-1129.01,Presentation software — Microsoft PowerPoint
606,29-1129.01,
607,29-1129.01,Spreadsheet software — Microsoft Excel
608,29-1129.01,Video creation and editing software — Adobe Systems Adobe After Effects
609,29-1129.01,Word processing software — Microsoft Word
610,25-1121.00,
611,25-1121.00,
612,25-1121.00,Computer based training software — Blackboard software; Course management system software; Moodle; Sakai CLE
613,25-1121.00,
614,25-1121.00,
615,25-1121.00,Desktop publishing software — Adobe Systems Adobe InDesign ; QuarkXPress
616,25-1121.00,Development environment software — Adobe Systems Adobe Creative Suite; Microsoft Visual Studio ; PhoneGap
617,25-1121.00,
618,25-1121.00,Electronic mail software — Email software; Microsoft Outlook
619,25-1121.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Faux Labs Splashup; Next Limit Maxwell Render; The Pixel Farm PFTrack
620,25-1121.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
621,25-1121.00,
622,25-1121.00,Music or sound editing software — Adobe Systems Adobe Audition; Apple Logic Pro; Pure Data PD; Sonic Studio audio software
623,25-1121.00,
624,25-1121.00,
625,25-1121.00,
626,25-1121.00,
627,25-1121.00,
628,25-1121.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple DVD Studio Pro; Apple Final Cut Pro; The Foundry Nuke
629,25-1121.00,
630,25-1121.00,Web platform development software — Cascading style sheets CSS ; Hypertext markup language HTML ; JavaScript ; PHP
631,25-1121.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
632,19-2011.00,Analytical or scientific software — IBM SPSS Statistics ; SAS statistical software; Starcal; The MathWorks MATLAB
633,19-2011.00,
634,19-2011.00,Data base user interface and query software — Spectroscopy databases; Structured query language SQL
635,19-2011.00,Development environment software — Abstraction plus reference plus synthesis A++; Formula translation/translator FORTRAN; National Instruments LabVIEW ; Software development tools
636,19-2011.00,Graphics or photo imaging software — Avis Fits Viewer; IRIS
637,19-2011.00,
638,19-2011.00,Object or component oriented development software — C++ ; Oracle Java ; Python ; R
639,19-2011.00,Office suite software — Microsoft Office
640,19-2011.00,Operating system software — Linux
641,19-2011.00,Presentation software — Microsoft PowerPoint
642,19-2011.00,Spreadsheet software — Microsoft Excel
643,19-2011.00,Word processing software — Microsoft Word
644,27-2021.00,Analytical or scientific software — Motion analysis software
645,27-2021.00,Electronic mail software — Email software
646,27-2021.00,Enterprise resource planning ERP software — Oracle PeopleSoft
647,27-2021.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop
648,27-2021.00,Instant messaging software — Twitter
649,27-2021.00,Internet browser software — Web browser software
650,27-2021.00,Office suite software — Microsoft Office
651,27-2021.00,
652,27-2021.00,Spreadsheet software — Microsoft Excel
653,27-2021.00,Video creation and editing software — YouTube
654,27-2021.00,
655,27-2021.00,Word processing software — Microsoft Word
656,19-2021.00,Analytical or scientific software — IBM SPSS Statistics ; PC Weather Products HURRTRAK; SAS statistical software; WSI TrueView Professional
657,19-2021.00,Data base user interface and query software — Microsoft Access ; Structured query language SQL
658,19-2021.00,
659,19-2021.00,Development environment software — Formula translation/translator FORTRAN; Software development tools
660,19-2021.00,
661,19-2021.00,Geographic information system — ESRI ArcInfo; ESRI ArcView
662,19-2021.00,Graphics or photo imaging software — Adobe Systems Adobe Photoshop ; Advanced Visual Systems AVS/Express; Image editing software; Microsoft Paint
663,19-2021.00,
664,19-2021.00,Object or component oriented development software — C++ ; Perl ; Python ; R
665,19-2021.00,
666,19-2021.00,Operating system software — Cisco IOS; Linux ; Microsoft Windows ; UNIX
667,19-2021.00,Presentation software — Microsoft PowerPoint
668,19-2021.00,Spreadsheet software — Microsoft Excel
669,19-2021.00,
670,19-2021.00,Web page creation and editing software — Facebook ; Social media sites
671,19-2021.00,
672,25-1051.00,Analytical or scientific software — Ansys Fluent; The MathWorks MATLAB ; WaveMetrics IGOR Pro; Wolfram Research Mathematica
673,25-1051.00,
674,25-1051.00,
675,25-1051.00,Computer based training software — Blackboard software; Desire2Learn LMS software; Learning management system LMS; Sakai CLE
676,25-1051.00,
677,25-1051.00,Development environment software — National Instruments LabVIEW ; Software development tools
678,25-1051.00,
679,25-1051.00,Electronic mail software — Email software; Microsoft Outlook
680,25-1051.00,Geographic information system — ESRI ArcGIS software ; ESRI ArcInfo
681,25-1051.00,Graphics or photo imaging software — Adobe Systems Adobe After Effects ; Adobe Systems Adobe Photoshop ; Corel CorelDraw Graphics Suite; Golden Software Voxler
682,25-1051.00,Information retrieval or search software — DOC Cop; iParadigms Turnitin
683,25-1051.00,
684,25-1051.00,
685,25-1051.00,
686,25-1051.00,Optical character reader OCR or scanning software — Image scanning software
687,25-1051.00,
688,25-1051.00,Spreadsheet software — Microsoft Excel
689,25-1051.00,Word processing software — Collaborative editing software; Google Docs ; Microsoft Word
690,27-4011.00,
691,27-4011.00,Data base user interface and query software — Blackboard software; Microsoft Access
692,27-4011.00,Desktop publishing software — Adobe Systems Adobe InDesign
693,27-4011.00,Electronic mail software — Microsoft Outlook
694,27-4011.00,Graphics or photo imaging software — Adobe Systems Adobe Illustrator ; Adobe Systems Adobe Photoshop
695,27-4011.00,
696,27-4011.00,Internet protocol IP multimedia subsystem software — Voice over internet protocol VoIP system software
697,27-4011.00,Office suite software — Microsoft Office
698,27-4011.00,Operating system software — Cisco IOS; Linux ; Microsoft Windows
699,27-4011.00,
700,27-4011.00,
701,27-4011.00,Video conferencing software — Cisco Webex
702,27-4011.00,Video creation and editing software — Adobe Systems Adobe After Effects ; Apple Final Cut Pro; Corel Ulead DVD Workshop; YouTube
703,27-4011.00,Web page creation and editing software — Adobe Systems Adobe Dreamweaver
704,27-4011.00,
705,49-3021.00,Accounting software — Accounts receivable software
706,49-3021.00,Analytical or scientific software — Collision damage estimation software; Collision damage measurement software; Paint mixing and matching software; Swan River Estimiser Pro
707,49-3021.00,Calendar and scheduling software — Appointment scheduling software
708,49-3021.00,Data base user interface and query software — AutoZone ALLDATA; Equipment management information software
709,49-3021.00,Electronic mail software — Microsoft Outlook
710,49-3021.00,
711,49-3021.00,Office suite software — Microsoft Office
712,49-3021.00,Operating system software — Microsoft Windows
713,49-3021.00,Point of sale POS software — Automotive and Accounting Software by R*KOM Invoice Writer
714,49-3021.00,Spreadsheet software — Microsoft Excel
715,49-3021.00,Word processing software — Microsoft OneNote; Microsoft Word
716,17-2141.02,Analytical or scientific software — MathWorks Simulink; Minitab ; Somat eDAQ; The MathWorks MATLAB
717,17-2141.02,Computer aided design CAD software — Autodesk AutoCAD ; Dassault Systemes CATIA; Dassault Systemes SolidWorks ; Think3 ThinkDesign Engineering
718,17-2141.02,
719,17-2141.02,
720,17-2141.02,
721,17-2141.02,Development environment software — C; Microsoft .NET Framework ; Microsoft Visual Basic Scripting Edition VBScript ; Microsoft Visual Studio
722,17-2141.02,
723,17-2141.02,
724,17-2141.02,
725,17-2141.02,
726,17-2141.02,Graphics or photo imaging software — Adobe Systems Adobe Photoshop ; Corel Painter; GNU Image Manipulation Program GIMP; Portalgraphics openCanvas
727,17-2141.02,
728,17-2141.02,Object or component oriented development software — Apache Groovy ; C# ; Perl ; Swift
729,17-2141.02,
730,17-2141.02,Operating system software — Linux ; Magellan Firmware; Microsoft Windows ; UNIX
